index,APROVA,FRETE,UF,VALOR,DESCONTO,COND_PAGTO,CONTROLE,PERC
20338,1,C,BA,105.84375,61.54,22.5,-10.04,0.0
20339,1,C,SP,341.0115,56.09,30.0,0.49,46.63
20340,1,C,SP,319.2605,56.19,30.0,-0.59,69.44
20341,1,C,SP,166.32375,56.91,17.5,-2.7,51.28
20342,1,C,SP,140.90625,55.35,21.0,5.2,0.0
20343,1,C,SP,376.2175,58.77,19.25,-4.79,43.01
20344,1,C,SP,427.87675,55.55,21.0,3.88,15.38
20345,1,C,SP,425.3475,59.78,21.0,-9.45,60.49
20346,1,C,SP,624.205,55.23,21.0,3.24,29.73
20347,1,C,MT,197.63625,56.44,21.0,2.8,0.0
20348,1,C,MG,278.25,58.95,17.5,-8.58,56.0
20349,1,C,SP,1542.4935,60.71,21.0,-8.26,18.26
20350,1,C,SP,369.3625,59.56,7.0,-5.51,0.0
20351,1,C,SP,768.922,56.62,21.0,0.7,14.71
20352,1,C,RS,168.575,56.06,17.5,-1.66,61.36
20353,1,C,RJ,90.59200000000001,55.89,30.0,1.78,0.0
20354,1,F,SP,191.8485,55.63,14.0,4.5,0.0
20355,1,C,BA,679.2375,57.11,21.0,-8.01,70.24
20356,1,C,SC,136.167,56.62,21.0,-8.73,100.0
20357,1,C,SE,3228.3325,60.11,21.0,-5.29,0.0
20358,1,C,RJ,1681.3489999999995,60.75,21.0,-7.51,0.0
20359,1,C,SP,266.21575,57.83,21.0,-5.08,57.69
20360,1,C,PB,879.0124999999998,60.19,21.0,-10.64,45.82
20361,1,C,RJ,1238.6325000000004,58.84,30.0,-6.98,56.91
20362,1,C,SP,88.96875,52.91,21.0,21.75,33.03
20363,1,C,SP,382.858,58.27,21.0,-3.03,0.0
20364,1,C,RJ,379.39825,58.22,30.0,-4.67,60.22
20365,1,C,RJ,1681.3489999999995,60.75,21.0,-7.51,0.0
20366,1,C,GO,1127.55,60.15,21.0,-12.35,84.7
20367,1,C,SP,411.02275,55.7,30.0,0.92,74.49
20368,1,C,SP,1271.761,56.48,0.5,2.65,0.0
20369,1,C,RO,173.0,59.97,17.5,18.82,0.0
20370,1,C,SP,232.90200000000002,58.04,21.0,-3.4,35.71
20371,1,C,PR,2620.0445,61.56,21.0,-11.48,20.2
20372,1,C,SP,440.3975,58.77,21.0,-7.0,62.07
20373,1,C,SP,419.175,54.17,21.0,1.99,56.98
20374,1,C,RS,247.29800000000003,56.96,0.5,-5.29,73.74
20375,1,C,RS,182.26775,57.14,0.5,-1.66,0.0
20376,1,C,SP,177.38524999999996,55.55,21.0,0.51,51.28
20377,1,C,SP,434.145,59.49,21.0,-5.9,32.97
20378,1,C,MT,1084.11775,59.11,21.0,-5.42,29.61
20379,1,C,SP,247.7295,59.11,21.0,-5.57,34.04
20380,1,C,GO,440.2485,62.91,21.0,-10.74,0.0
20381,1,C,SP,2067.5,60.9,21.0,-8.36,0.0
20382,1,C,RJ,228.01075000000003,60.13,30.0,-11.49,76.13
20383,1,C,RS,239.25375,58.66,21.0,-7.81,36.51
20384,1,C,SP,761.97325,59.17,17.5,-1.86,0.0
20385,1,C,SP,328.7172500000001,56.76,30.0,-4.08,75.6
20386,1,C,RS,213.39125,59.23,0.5,-10.91,92.21
20387,1,C,SP,646.05775,57.7,21.0,-3.17,39.11
20388,1,C,SP,123.27474999999998,56.36,20.0,-1.38,62.89
20389,1,C,RJ,1204.455,59.41,30.0,-9.62,72.83
20390,1,C,RJ,737.89725,58.67,30.0,-6.87,52.67
20391,1,C,RJ,304.39525,56.62,17.5,-3.25,31.48
20392,1,C,RN,1864.991,59.67,21.0,-12.13,58.75
20393,1,C,SP,801.0137499999997,56.6,30.0,-3.05,78.77
20394,1,C,SP,156.125,57.5,21.0,0.48,0.0
20395,1,C,BA,3022.20275,59.91,21.0,-11.81,66.74
20396,1,C,RJ,3051.591,60.67,17.5,-13.4,69.2
20397,1,C,RN,1059.18325,56.96,0.5,4.39,0.0
20398,1,C,BA,10716.921999999999,61.46,21.0,-14.89,50.6
20399,1,C,SP,141.6,58.83,0.5,0.83,0.0
20400,1,C,SP,271.5445,56.6,17.5,6.79,0.0
20401,1,C,CE,214.05000000000004,57.45,21.0,-7.7,100.0
20402,1,C,CE,376.503,59.01,21.0,-4.91,0.0
20403,1,C,SP,149.92000000000004,60.23,21.0,-3.58,0.0
20404,1,C,RS,977.27475,60.63,21.0,-7.41,0.0
20405,1,C,PR,292.1670000000001,61.45,21.0,-9.59,0.0
20406,1,C,SP,1074.17925,60.26,21.0,-7.27,4.86
20407,1,C,RS,150.84375,56.5,0.5,-5.65,100.0
20408,1,C,ES,1132.982,60.58,21.0,-12.31,24.44
20409,1,C,SP,724.76175,55.88,30.0,-0.74,68.88
20410,1,C,CE,713.6875,57.19,0.5,-3.47,68.0
20411,1,C,SP,87.675,53.92,21.0,6.94,0.0
20412,1,C,SP,699.1555000000002,56.98,30.0,-5.27,80.4
20413,1,C,SC,159.6625,58.35,17.5,-2.05,0.0
20414,1,C,SP,2685.0,60.76,19.25,6.98,0.0
20415,1,C,SP,166.48,58.85,21.0,-7.34,57.14
20416,1,C,SP,346.3780000000001,56.61,30.0,-1.65,75.52
20417,1,C,SP,259.5,60.16,21.0,-6.25,0.0
20418,1,C,SP,567.243,55.95,30.0,-0.56,56.69
20419,1,C,BA,710.2535,57.92,21.0,-6.21,41.1
20420,1,C,SP,381.125,59.73,21.0,-1.91,8.33
20421,1,C,SP,207.80725,56.51,30.0,-2.57,79.88
20422,1,C,SC,1276.6125,60.03,21.0,-7.65,0.0
20423,1,C,RJ,550.5375,57.69,30.0,-2.51,39.57
20424,1,C,SP,245.03199999999995,55.38,30.0,4.95,24.41
20425,1,C,SP,264.40125,57.92,21.0,-1.97,40.85
20426,1,C,SP,849.2899999999997,56.34,30.0,-1.49,68.97
20427,1,C,SP,176.4415,56.94,30.0,-3.19,84.36
20428,1,C,SP,115.07425,56.31,30.0,-3.58,81.63
20429,1,C,SP,206.3595,55.72,30.0,3.22,45.26
20430,1,C,MS,181.5,56.45,0.5,-5.47,58.82
20431,1,C,SP,578.4465,56.16,30.0,-1.89,74.76
20432,1,C,SP,370.90625,56.24,30.0,-2.39,54.4
20433,1,C,ES,135.4785,58.32,30.0,-4.35,43.16
20434,1,C,SP,408.71375,56.13,30.0,-1.99,67.81
20435,1,C,SP,613.4625,61.4,21.0,-3.85,0.0
20436,1,C,SP,1646.6249999999998,60.88,21.0,-7.51,0.0
20437,1,C,SP,192.75,60.65,7.0,16.7,0.0
20438,1,C,SP,307.8495,57.92,21.0,-3.52,32.97
20439,1,C,SP,181.4755,57.92,21.0,-3.67,38.78
20440,1,C,SP,179.60299999999998,57.92,21.0,-1.48,10.2
20441,1,C,SP,455.26,56.13,30.0,-0.58,62.66
20442,1,C,RJ,230.55675000000005,58.63,30.0,-6.18,52.53
20443,1,C,SP,896.02375,56.59,30.0,-2.95,60.63
20444,1,C,MA,3939.484,58.35,25.0,-10.63,71.75
20445,1,C,SP,129.0075,55.87,30.0,-0.41,40.28
20446,1,C,SP,652.51825,56.52,30.0,-2.31,63.6
20447,1,C,MA,4732.4165,58.1,22.75,-7.95,63.36
20448,1,C,MS,2000.9135,59.44,21.0,-9.51,41.05
20449,1,C,MS,1039.4955,61.56,21.0,-11.77,0.0
20450,1,C,SP,7613.795,60.17,21.0,-7.29,29.15
20451,1,C,SP,296.45,59.48,21.0,-7.18,29.91
20452,1,C,SP,149.8375,59.17,21.0,-8.0,56.76
20453,1,C,PE,254.245,58.78,21.0,-9.47,46.36
20454,1,C,SP,1492.40975,59.67,21.0,-5.14,0.0
20455,1,C,SP,192.8,58.97,21.0,-4.84,17.65
20456,1,C,RJ,186.2665,58.71,30.0,-3.0,51.21
20457,1,C,SP,5492.52125,59.18,21.0,-4.66,0.0
20458,1,C,GO,209.83425,63.43,17.5,-7.81,5.81
20459,1,C,RS,144.2145,54.64,17.5,-2.33,71.79
20460,1,C,RS,136.16,56.8,17.5,4.55,0.0
20461,1,C,SP,207.4625,59.2,21.0,-6.42,32.73
20462,1,C,SP,245.3625,58.88,21.0,-5.65,47.62
20463,1,C,PR,304.0,55.45,17.5,28.29,0.0
20464,1,C,SP,472.58749999999986,59.23,21.0,-7.52,45.1
20465,1,C,SP,109.375,57.45,17.5,-7.7,100.0
20466,1,C,SP,1106.24675,58.83,0.5,-2.32,9.72
20467,1,C,SP,254.875,59.19,21.0,-7.71,57.97
20468,1,C,SP,289.4,58.98,21.0,-8.17,67.42
20469,1,C,BA,202.65,57.58,21.0,-7.74,62.9
20470,1,C,SP,570.0,61.88,21.0,3.92,0.0
20471,1,C,SP,850.7524999999998,61.31,21.0,-7.62,0.0
20472,1,C,SP,194.76325,57.69,17.5,-3.44,86.96
20473,1,C,SP,178.85,58.96,21.0,-8.33,47.95
20474,1,C,RJ,453.84,59.18,21.0,-8.06,0.0
20475,1,C,MG,136.05,56.5,21.0,-4.33,71.43
20476,1,C,SP,1545.78,61.71,17.5,-8.36,0.0
20477,1,C,SP,256.275,58.78,21.0,-4.57,33.75
20478,1,C,RS,185.18375,58.72,19.25,2.48,0.0
20479,1,C,CE,3938.4575,59.77,21.0,-9.48,70.59
20480,1,C,SP,189.35775,59.43,21.0,-7.36,50.0
20481,1,C,GO,454.85450000000014,60.79,21.0,-11.24,62.11
20482,1,C,SP,221.15,59.38,17.5,-1.38,0.0
20483,1,C,CE,570.7247500000002,57.69,0.5,-6.04,67.76
20484,1,C,GO,289.91775,56.62,19.25,-4.26,36.14
20485,1,C,BA,234.3,56.31,21.0,-4.02,37.97
20486,1,C,TO,654.3655,61.06,21.0,-11.24,36.08
20487,1,C,RS,446.421,60.45,7.0,-6.52,0.0
20488,1,C,SP,182.10825,56.62,21.0,-1.2,37.74
20489,1,C,SE,1775.8799999999994,58.98,21.0,-5.37,0.0
20490,1,C,SP,135.87425,56.12,17.5,-0.2,56.52
20491,1,C,RJ,424.56500000000005,58.73,21.0,-4.44,0.0
20492,1,C,CE,537.0,58.49,0.5,-13.38,81.82
20493,1,C,SP,141.7875,59.01,21.0,-6.67,22.22
20494,1,C,SP,242.80725000000004,57.29,0.5,-3.32,44.0
20495,1,C,SP,223.533,60.23,21.0,-8.99,27.78
20496,1,C,RS,393.86400000000003,59.6,0.5,-9.28,64.52
20497,1,C,SP,255.0,63.09,7.0,-5.68,0.0
20498,1,C,SP,1786.8499999999995,59.81,21.0,-8.31,42.03
20499,1,C,SP,156.8845,58.85,21.0,-3.02,27.03
20500,1,C,SP,1066.6975,59.74,21.0,-8.01,23.73
20501,1,C,SP,219.32075000000003,56.91,19.25,4.64,0.0
20502,1,C,TO,640.172,60.92,21.0,-11.2,51.34
20503,1,C,SP,252.38175000000004,56.76,21.0,-4.66,86.18
20504,1,C,ES,298.38975,60.09,21.0,-10.28,0.0
20505,1,C,RJ,249.324,59.18,21.0,-2.63,0.0
20506,1,C,SC,361.92625,53.66,21.0,7.5,0.0
20507,1,C,PR,714.37175,61.37,21.0,-10.25,0.0
20508,1,C,RJ,294.1885000000001,58.73,21.0,-7.12,0.0
20509,1,C,BA,532.15,58.27,21.0,-8.01,54.86
20510,1,C,SC,617.64475,60.08,21.0,-11.82,34.55
20511,1,C,SP,211.30750000000003,59.3,19.25,-7.75,53.85
20512,1,C,SP,1707.9450000000004,57.81,21.0,-4.23,41.04
20513,1,C,PE,308.33025,59.81,30.5,-9.2,45.79
20514,1,C,MS,87.6,58.28,21.0,-2.85,0.0
20515,1,C,SP,309.46299999999997,56.62,19.25,-0.91,41.1
20516,1,C,SP,511.6687500000001,55.55,21.0,0.67,48.94
20517,1,C,MG,224.363,58.24,21.0,-7.04,51.91
20518,1,C,PA,2308.85,56.93,21.0,-4.46,81.14
20519,1,C,RJ,890.225,61.15,45.0,-3.65,0.0
20520,1,C,SP,285.5010000000001,57.73,21.0,-0.4,7.84
20521,1,C,BA,268.2,61.17,21.0,-8.52,0.0
20522,1,C,SP,476.93850000000015,59.52,21.0,-10.46,77.6
20523,1,C,SC,137.84,58.22,21.0,-5.17,6.06
20524,1,C,PR,180.1725,61.37,21.0,-9.83,0.0
20525,1,C,SP,118.74125,58.86,21.0,0.1,0.0
20526,1,C,MS,769.01075,59.21,21.0,-4.19,0.0
20527,1,C,SP,329.0315,58.13,21.0,-5.13,49.19
20528,1,F,SP,394.46275,55.08,31.5,9.75,0.0
20529,1,C,SP,200.408,57.55,0.5,-5.12,33.33
20530,1,C,PE,1339.487,59.85,21.0,-12.22,60.22
20531,1,C,SP,179.2,54.03,14.0,4.47,0.0
20532,1,C,SP,419.255,62.38,14.0,-10.4,2.36
20533,1,C,SP,234.5545,58.35,21.0,-5.36,29.13
20534,1,C,PE,1274.84225,60.1,21.0,-11.23,21.41
20535,1,C,CE,196.89700000000002,57.82,0.5,-5.72,74.51
20536,1,C,MS,189.4155,57.15,21.0,-1.98,10.26
20537,1,C,SP,1315.7275,60.54,21.0,-9.49,42.19
20538,1,C,SP,1255.8645,60.53,21.0,-9.03,38.96
20539,1,C,SC,293.17875,56.0,21.0,3.45,0.0
20540,1,C,SP,153.6325,58.72,21.0,-2.01,18.18
20541,1,C,SP,4460.6695,60.03,21.0,-7.13,53.97
20542,1,C,PE,191.705,56.46,21.0,-7.76,88.24
20543,1,C,PE,647.88175,60.0,21.0,-12.38,53.28
20544,1,C,SP,626.65,58.26,21.0,-0.93,31.39
20545,1,C,PE,517.6185,60.04,21.0,-12.38,42.45
20546,1,C,SP,1137.5675,59.33,21.0,-9.59,44.35
20547,1,C,PR,87.075,61.39,21.0,-3.06,0.0
20548,1,C,BA,659.10675,60.02,21.0,-13.0,56.94
20549,1,C,BA,12677.1845,62.58,20.0,-16.31,75.71
20550,1,C,SP,237.75,57.45,19.25,-7.7,100.0
20551,1,C,SP,411.325,60.39,21.0,-6.76,0.0
20552,1,C,BA,225.3875,60.03,21.0,-13.59,66.67
20553,1,C,SP,390.95,59.73,21.0,-10.66,73.33
20554,1,C,SP,315.12,60.72,21.0,-9.22,0.0
20555,1,C,BA,275.5825,60.08,21.0,-12.32,50.0
20556,1,C,SP,256.9775,60.03,21.0,18.68,0.0
20557,1,C,SC,811.2405000000001,59.22,21.0,-8.46,25.22
20558,1,C,SP,286.6875,58.86,14.0,-5.79,0.0
20559,1,C,RJ,198.18200000000002,57.82,21.0,-4.02,0.0
20560,1,C,SP,184.386,58.9,21.0,-7.93,58.82
20561,1,C,RN,619.1195,60.48,21.0,-7.95,10.53
20562,1,C,RS,1217.71625,57.82,21.0,-4.42,60.31
20563,1,C,PB,620.8175,56.58,0.5,-5.21,42.01
20564,1,C,PI,1481.7165,57.79,21.0,-3.39,0.0
20565,1,C,ES,85.51700000000001,54.5,21.0,6.99,0.0
20566,1,C,RN,12232.2715,62.31,21.0,-17.15,49.09
20567,1,F,SP,123.28475,56.12,0.5,3.28,0.0
20568,1,C,SP,124.425,56.89,21.0,-1.06,12.77
20569,1,C,SP,484.0325,56.96,0.5,-1.62,39.22
20570,1,C,PI,2108.6805,58.06,21.0,-5.3,0.0
20571,1,C,SP,493.50375,59.91,0.5,-11.19,69.57
20572,1,C,RJ,137.925,54.95,21.0,4.11,60.0
20573,1,C,SP,191.685,60.44,19.25,-12.54,70.42
20574,1,C,PE,509.14600000000013,58.6,30.5,-7.63,38.1
20575,1,C,CE,385.82925,57.35,0.5,-1.95,40.91
20576,1,C,SP,311.25975,59.38,21.0,-7.73,61.73
20577,1,C,SP,151.70675,60.25,21.0,-10.41,53.19
20578,1,C,MG,1001.0369999999999,55.48,21.0,4.44,13.42
20579,1,C,AL,185.875,60.29,21.0,-7.51,0.0
20580,1,C,RN,10089.16425,62.64,21.0,-17.16,47.23
20581,1,C,ES,1853.65125,61.37,21.0,-13.18,22.68
20582,1,C,BA,1246.30625,59.41,21.0,-6.13,0.0
20583,1,C,MG,103.8,54.97,21.0,6.4,40.0
20584,1,C,SP,698.64,60.68,21.0,-10.72,45.14
20585,1,C,BA,801.0,58.85,21.0,-13.42,100.0
20586,1,C,SE,893.6249999999999,58.85,21.0,-13.42,100.0
20587,1,C,SC,164.392,59.22,21.0,-9.55,45.0
20588,1,C,PE,236.46475000000004,58.43,30.5,-7.42,28.99
20589,1,C,PB,207.165,58.09,21.0,-4.98,0.0
20590,1,C,PB,15832.13125,62.57,21.0,-17.12,41.97
20591,1,C,SP,249.27775,57.71,17.5,4.43,0.0
20592,1,C,SP,214.05675000000005,61.29,21.0,-9.16,0.0
20593,1,C,SP,168.96375,58.07,21.0,-5.13,43.75
20594,1,C,SP,1366.63175,58.36,7.0,-0.52,0.0
20595,1,C,SP,374.43925,58.78,21.0,-6.37,40.15
20596,1,C,SE,3204.350000000001,58.62,21.0,-11.29,42.09
20597,1,C,MT,1412.29375,61.45,21.0,-11.11,0.0
20598,1,C,SP,3332.14625,57.48,7.0,-2.75,49.15
20599,1,C,SP,185.90725,59.19,0.5,-3.93,0.0
20600,1,C,BA,245.83,57.6,21.0,-4.27,25.0
20601,1,C,RO,379.37225,57.38,19.25,-2.83,44.12
20602,1,C,SP,547.65,59.55,21.0,-7.74,27.78
20603,1,C,RJ,178.6125,57.49,21.0,-6.6,50.0
20604,1,C,RS,1203.1075,60.0,21.0,-10.22,62.22
20605,1,C,SP,378.75,59.57,21.0,-8.52,52.88
20606,1,C,SP,1013.2225,61.98,17.5,-11.37,0.0
20607,1,C,SC,201.95025,54.21,0.5,8.34,7.14
20608,1,C,SP,461.9645,57.27,21.0,-1.8,18.08
20609,1,C,SP,936.736,58.18,21.0,-2.48,0.0
20610,1,C,RS,223.93699999999995,60.94,21.0,-10.34,18.52
20611,1,C,RS,369.30625,61.26,21.0,-7.26,0.0
20612,1,C,SP,161.585,55.92,21.0,-0.6,78.13
20613,1,C,SP,4371.6,58.35,7.0,-3.96,45.21
20614,1,C,SP,2588.875,61.28,37.5,-8.64,0.0
20615,1,C,SP,395.68525,57.25,21.0,-4.96,56.68
20616,1,C,SP,2623.125,61.8,37.5,-10.55,0.0
20617,1,C,BA,3176.7,58.54,21.0,-0.99,0.0
20618,1,C,PB,206.65,58.35,0.5,-4.86,0.0
20619,1,C,SP,675.7810000000002,59.49,21.0,-2.33,0.0
20620,1,C,PR,226.275,60.06,17.5,-9.46,50.63
20621,1,C,SP,2780.20725,60.59,24.5,-10.67,43.48
20622,1,C,BA,5030.4375,59.92,0.5,-4.46,0.0
20623,1,C,PR,416.775,60.87,17.5,-8.35,0.0
20624,1,C,PA,391.63125,58.36,21.0,-0.89,0.0
20625,1,C,SP,109.375,57.45,17.5,-7.7,100.0
20626,1,C,PE,493.33950000000016,58.94,30.5,-7.05,24.79
20627,1,C,PR,668.375,60.88,17.5,-8.25,12.4
20628,1,C,SP,3221.3787499999994,58.25,21.0,-4.57,36.04
20629,1,C,SP,767.5,60.09,21.0,-12.94,87.5
20630,1,C,BA,452.25,59.23,21.0,-4.96,0.0
20631,1,C,SP,497.5,54.47,14.0,10.93,0.0
20632,1,C,PB,229.95,58.02,21.0,-8.94,48.48
20633,1,C,RS,717.6877499999998,59.54,0.5,-5.06,0.0
20634,1,C,PB,350.9,57.41,21.0,-6.1,48.15
20635,1,C,SP,1946.3485000000005,57.48,21.0,-2.44,31.58
20636,1,C,SP,117.025,61.33,21.0,-4.55,0.0
20637,1,C,RS,190.829,54.45,19.25,10.95,6.76
20638,1,C,SP,3208.7919999999995,57.48,21.0,-2.65,34.17
20639,1,C,SP,124.15349999999998,58.27,17.5,-2.17,0.0
20640,1,C,SP,405.0,59.45,21.0,-4.18,0.0
20641,1,C,PE,551.1665,59.13,30.5,-5.65,34.87
20642,1,C,SP,741.98325,57.48,21.0,-4.69,54.14
20643,1,C,RN,607.121,59.65,21.0,-5.9,10.75
20644,1,C,SC,529.1850000000002,57.99,21.0,-6.73,87.18
20645,1,C,AL,190.50075,58.54,30.5,-3.99,0.0
20646,1,C,SP,666.9457500000002,57.48,7.0,-3.13,40.4
20647,1,C,PE,243.007,56.62,21.0,-10.69,74.75
20648,1,C,SP,609.98975,57.48,19.25,-3.04,34.47
20649,1,C,SP,438.60874999999993,60.73,7.0,-7.56,0.0
20650,1,C,RS,2907.25,61.65,21.0,-10.44,0.0
20651,1,C,PE,370.45,56.63,21.0,3.32,0.0
20652,1,C,SP,569.35,59.51,21.0,-4.1,0.0
20653,1,C,SP,139.5075,58.49,21.0,-1.42,22.73
20654,1,C,PR,2055.04175,61.51,21.0,-12.53,11.71
20655,1,C,GO,505.82000000000005,55.54,21.0,0.8,74.79
20656,1,C,MS,96.6975,58.27,21.0,-3.03,0.0
20657,1,C,MS,620.8439999999998,59.88,21.0,-8.97,32.26
20658,1,C,SP,238.575,55.91,21.0,1.48,26.79
20659,1,C,MA,235.32125,54.64,21.0,2.48,0.0
20660,1,C,PE,664.92975,55.72,21.0,-0.9,23.4
20661,1,C,SP,1496.4,57.72,0.5,-3.43,0.0
20662,1,C,MT,874.4092499999998,60.48,21.0,-8.52,2.2
20663,1,C,MT,343.09575,60.66,17.5,-9.68,5.02
20664,1,C,MT,426.5095,60.5,21.0,-6.66,22.54
20665,1,C,SP,640.55,59.23,21.0,-3.6,0.0
20666,1,C,RJ,180.83825,61.45,21.0,-7.57,0.0
20667,1,C,PR,1202.4855,58.73,21.0,-8.9,53.44
20668,1,C,MG,1445.2025,59.49,21.0,-8.94,24.39
20669,1,C,SC,558.42,60.84,21.0,-10.34,0.0
20670,1,C,ES,981.8755,59.8,21.0,-9.51,28.21
20671,1,C,SP,202.99475,61.19,21.0,-8.95,0.0
20672,1,C,SP,271.3,56.62,21.0,-0.5,30.3
20673,1,C,RS,191.253,57.37,21.0,-3.36,51.06
20674,1,F,SP,87.617,55.55,31.5,9.61,0.0
20675,1,F,SP,72.86025,55.52,31.5,9.68,0.0
20676,1,C,SP,149.7165,56.95,0.5,-0.56,39.74
20677,1,F,SP,69.1105,54.91,31.5,2.45,33.33
20678,1,F,SP,79.77199999999998,54.76,31.5,9.79,0.0
20679,1,F,SP,116.82675,55.35,31.5,8.65,0.0
20680,1,C,SC,245.275,59.84,17.5,-9.64,56.18
20681,1,F,SP,87.98299999999999,54.92,31.5,7.41,0.0
20682,1,F,SP,69.62925,54.84,31.5,9.44,0.0
20683,1,F,SP,65.4555,55.05,31.5,10.16,0.0
20684,1,C,SP,303.12,60.17,0.5,-4.2,0.0
20685,1,C,PR,474.5,60.96,17.5,-9.93,0.0
20686,1,C,SP,920.0,61.92,14.0,13.04,0.0
20687,1,C,RO,3165.173,59.8,21.0,-11.36,55.31
20688,1,C,RS,222.201,59.14,0.5,-8.87,21.82
20689,1,C,BA,580.5699999999998,60.26,21.0,-7.29,26.32
20690,1,C,RO,743.175,60.09,21.0,-9.83,25.77
20691,1,C,SP,241.574,55.55,21.0,4.49,0.0
20692,1,C,RO,1058.57375,58.62,0.5,-10.59,53.62
20693,1,C,SP,135.49925,59.57,21.0,-3.7,0.0
20694,1,C,SP,139.424,59.78,21.0,-7.02,0.0
20695,1,C,BA,800.5425,60.42,21.0,-7.75,22.73
20696,1,C,PE,478.20975,58.64,21.0,-9.73,51.89
20697,1,C,GO,534.63425,58.06,21.0,-9.03,58.79
20698,1,C,SP,168.28900000000004,56.62,19.25,0.79,30.0
20699,1,C,SP,176.175,59.89,21.0,-11.28,69.35
20700,1,C,RO,276.9585,59.18,21.0,-8.51,0.0
20701,1,C,SP,372.859,59.33,21.0,-7.47,42.42
20702,1,C,SP,216.5,58.95,21.0,-4.6,24.0
20703,1,C,SP,209.827,56.46,21.0,6.85,0.0
20704,1,C,SC,161.469,58.33,14.0,-3.72,0.0
20705,1,C,RJ,2851.37525,59.51,21.0,-11.89,50.49
20706,1,C,SP,319.725,59.56,21.0,-8.53,63.53
20707,1,C,RO,264.6875,58.69,21.0,-9.86,56.82
20708,1,C,SP,90.69,57.76,14.0,-0.63,0.0
20709,1,C,MS,185.95375,58.87,21.0,-9.98,71.43
20710,1,C,SC,1826.4365000000007,61.52,21.0,-13.66,35.84
20711,1,C,SP,2551.879,58.2,21.0,-2.1,45.13
20712,1,C,SP,225.42,58.2,21.0,24.83,0.0
20713,1,C,PE,170.125,58.97,30.0,-7.77,0.0
20714,1,C,SP,7675.6315,62.36,21.0,-10.33,0.0
20715,1,C,SC,631.86025,60.34,21.0,-11.75,6.37
20716,1,C,SC,165.83025,60.09,14.0,-6.79,0.0
20717,1,C,SC,462.673,57.27,14.0,-1.83,0.0
20718,1,C,SP,2765.6375,61.35,37.5,-10.26,0.0
20719,1,C,RS,137.834,53.66,17.5,5.76,0.0
20720,1,C,RS,192.1,54.64,17.5,-1.95,25.0
20721,1,C,SP,1168.36,62.15,37.5,-9.62,0.0
20722,1,C,SP,880.4784999999998,57.31,17.5,-5.62,54.62
20723,1,C,MG,871.2537500000003,58.19,21.0,-12.13,57.4
20724,1,C,CE,321.0925000000001,53.66,14.0,-1.24,74.58
20725,1,C,SP,6591.30225,61.18,37.5,-9.97,0.0
20726,1,C,SP,130.54500000000002,57.59,21.0,-9.23,56.82
20727,1,C,SP,348.50025,59.22,17.5,-7.55,0.0
20728,1,C,SP,99.375,72.71,21.0,-10.19,0.0
20729,1,C,RN,202.02125,59.85,21.0,-6.53,38.44
20730,1,C,MG,1666.4285,58.06,21.0,-9.78,42.33
20731,1,C,SP,8815.7755,61.15,37.5,-10.06,0.0
20732,1,C,SP,1629.368,61.19,21.0,-10.77,0.0
20733,1,C,RN,937.38775,59.87,21.0,-15.86,81.3
20734,1,C,PI,421.1875,57.64,21.0,-5.57,10.38
20735,1,C,PE,558.3512499999998,56.64,21.0,-11.69,95.49
20736,1,C,BA,7070.4625,59.08,21.0,-10.8,41.04
20737,1,C,GO,718.81025,57.78,21.0,-7.04,31.43
20738,1,C,SP,29091.05325,61.32,37.5,-10.76,0.0
20739,1,C,RN,597.9645,59.82,21.0,-15.85,76.69
20740,1,C,SP,665.83,58.18,21.0,-5.31,40.63
20741,1,C,RN,221.41950000000003,57.82,21.0,-12.77,83.78
20742,1,C,RN,331.853,59.75,21.0,-11.6,58.65
20743,1,C,RJ,61.9,57.36,21.0,-11.2,100.0
20744,1,C,RN,665.67675,60.77,21.0,-11.58,0.0
20745,1,C,RN,741.5715,59.86,21.0,-11.14,0.0
20746,1,C,SP,201.7125,54.64,19.25,2.11,37.04
20747,1,C,PB,286.47,61.06,21.0,-13.66,0.0
20748,1,C,PR,590.33175,57.11,21.0,-7.86,42.63
20749,1,C,GO,565.7425000000002,57.72,21.0,-8.03,24.14
20750,1,C,RS,150.84375,54.69,0.5,-5.65,100.0
20751,1,C,RN,701.74525,58.11,21.0,-13.94,79.89
20752,1,C,SP,95573.45175,61.24,37.5,-10.93,0.0
20753,1,C,PE,440.55624999999986,57.45,0.5,-10.08,57.33
20754,1,C,BA,981.0825,56.84,21.0,-7.71,46.45
20755,1,C,SP,146.814,53.61,17.5,-3.4,100.0
20756,1,C,SP,92.333,73.57,21.0,-13.52,0.0
20757,1,C,ES,143.61,57.97,30.0,-8.87,0.0
20758,1,C,SP,534.3855,57.36,21.0,-6.34,54.6
20759,1,C,SP,489.944,57.46,0.5,-2.3,0.0
20760,1,C,PR,3790.3172500000014,60.73,21.0,-13.04,34.33
20761,1,C,RS,4477.21475,60.71,0.5,-9.72,0.0
20762,1,F,SP,85.75,59.48,14.0,-5.31,0.0
20763,1,C,RS,169.11124999999996,55.63,7.0,0.17,0.0
20764,1,C,SP,559.82125,60.28,21.0,-7.37,0.0
20765,1,C,RS,4718.093,58.76,21.0,-9.52,36.92
20766,1,C,SP,252.95425,54.64,21.0,-0.06,47.62
20767,1,C,PR,190.025,57.82,21.0,-4.38,0.0
20768,1,C,RJ,209.67625,56.62,21.0,-9.81,76.92
