index,APROVA,FRETE,UF,VALOR,DESCONTO,COND_PAGTO,CONTROLE,PERC
1333,1,C,RS,201.2105,51.99,21.0,-0.63,8.57
1334,1,C,BA,4592.032499999998,59.93,21.0,-14.93,0.0
1335,1,C,BA,2301.839,51.6,21.0,4.46,0.0
1336,1,C,MT,188.25,56.82,0.5,-11.23,0.0
1337,1,C,GO,768.75,50.22,21.0,-4.07,90.91
1338,1,C,CE,160.36,49.49,0.5,1.72,30.77
1339,1,C,MT,281.4825,59.0,19.25,-12.06,0.0
1340,1,C,CE,1288.3557500000004,56.81,21.0,-15.11,77.0
1341,1,C,MA,163.84449999999995,51.99,21.0,-6.0,78.43
1342,1,C,SP,308.191,54.78,21.0,-11.59,61.48
1343,1,C,SP,4094.57,60.91,21.0,-18.92,0.0
1344,1,C,SP,176.025,50.26,21.0,0.15,28.57
1345,1,C,RS,385.16475,54.39,21.0,-8.16,43.09
1346,1,C,BA,268.4,55.42,21.0,-6.72,11.32
1347,1,C,SP,227.91925,50.06,17.5,6.41,0.0
1348,1,C,SP,338.898,52.05,0.5,-5.41,46.32
1349,1,C,BA,612.8995,55.67,21.0,-6.55,15.95
1350,1,C,SP,332.4075,52.75,21.0,-6.72,60.4
1351,1,C,RS,241.7185,36.49,21.0,33.93,0.0
1352,1,C,RS,157.53775000000005,50.99,14.0,1.62,0.0
1353,1,C,RS,179.5475,50.94,14.0,-1.75,46.67
1354,1,C,SP,255.79,57.57,30.0,-9.36,0.0
1355,1,C,MG,1222.29,58.67,21.0,-16.61,46.3
1356,1,C,SP,2752.1695,55.31,17.5,-7.29,0.0
1357,1,C,MG,424.69525,56.47,0.5,-6.64,0.0
1358,1,C,CE,208.46375,55.84,21.0,-13.88,69.77
1359,1,C,MG,502.95,50.04,0.5,-3.09,65.22
1360,1,C,RS,478.92800000000005,52.09,0.5,-2.72,40.76
1361,1,C,RN,175.04425,53.14,0.5,-6.0,29.27
1362,1,C,SP,674.51275,56.53,21.0,-12.42,32.26
1363,1,C,MT,1939.93675,58.53,21.0,-15.6,49.0
1364,1,C,GO,1312.125,52.62,21.0,3.93,0.0
1365,1,C,BA,516.6375,58.98,21.0,-13.1,0.0
1366,1,C,BA,2946.3340000000003,53.86,0.5,-8.37,53.01
1367,1,C,SC,335.79825,50.52,19.25,1.95,22.8
1368,1,C,SP,506.38425,55.99,21.0,-9.15,0.0
1369,1,C,SP,199.76075,52.57,17.5,-6.26,65.45
1370,1,C,MT,2047.4575,59.37,21.0,-14.94,49.84
1371,1,C,SP,332.00875,53.0,21.0,-2.55,43.48
1372,1,C,MT,400.379,59.26,19.25,-14.29,32.26
1373,1,C,MT,441.936,58.8,21.0,-13.87,25.25
1374,1,F,SP,96.7,54.2,17.5,-6.64,0.0
1375,1,C,SP,320.94025,53.0,21.0,-0.91,0.0
1376,1,C,BA,115.1875,56.9,21.0,-9.56,0.0
1377,1,C,RS,171.3485,51.99,17.5,-4.26,48.78
1378,1,C,SP,638.21375,57.81,28.0,-11.44,0.0
1379,1,C,SP,1065.3175,56.6,21.0,-9.7,0.0
1380,1,C,SP,1881.7155,57.43,21.0,-11.05,0.0
1381,1,C,RJ,695.03,51.42,17.5,-5.23,61.79
1382,1,C,RS,942.942,53.62,0.5,-8.33,64.17
1383,1,C,SP,230.7125,52.63,19.25,-6.18,47.06
1384,1,C,RJ,694.05,51.34,17.5,-4.67,55.56
1385,1,C,RJ,560.55,52.08,17.5,-9.52,100.0
1386,1,C,PR,543.1560000000002,58.23,21.0,-10.43,0.0
1387,1,C,PA,1173.1950000000004,53.47,21.0,-11.08,95.74
1388,1,C,SP,93.675,51.51,21.0,0.77,0.0
1389,1,C,ES,667.6425,57.53,21.0,-12.7,15.54
1390,1,C,PE,1899.35575,54.38,21.0,-3.05,0.0
1391,1,C,MS,383.274,55.55,21.0,-10.83,51.82
1392,1,C,SP,251.5,54.64,21.0,-11.44,88.89
1393,1,C,PR,905.9925,58.38,21.0,-14.79,44.44
1394,1,F,SP,113.7255,51.56,0.5,-3.19,24.0
1395,1,C,SP,303.5800000000001,51.53,21.0,-4.33,55.91
1396,1,C,SP,276.36075,53.06,21.0,-0.37,0.0
1397,1,C,SP,231.3675,54.94,21.0,-6.39,0.0
1398,1,C,SP,153.28300000000004,51.66,21.0,-6.86,77.55
1399,1,C,SP,356.194,52.54,21.0,-4.26,38.1
1400,1,C,PR,2502.38275,59.48,21.0,-15.85,49.93
1401,1,C,SP,361.465,49.01,0.5,4.45,20.0
1402,1,C,RS,1083.5935,53.06,21.0,-2.48,0.0
1403,1,C,MG,439.54675,58.7,21.0,-15.74,28.83
1404,1,C,SP,147.6,50.73,21.0,-6.97,100.0
1405,1,C,SP,712.8,50.75,21.0,-3.7,39.47
1406,1,C,SP,257.617,51.05,17.5,-7.58,100.0
1407,1,C,BA,1091.25,48.89,21.0,6.79,0.0
1408,1,C,GO,276.54200000000003,58.41,21.0,-13.06,0.0
1409,1,C,SP,150.0,50.7,19.25,2.42,0.0
1410,1,C,DF,9285.65,57.58,21.0,-5.53,0.0
1411,1,C,SP,1308.66,55.46,22.5,-13.64,83.33
1412,1,C,CE,771.495,52.44,21.0,-7.34,69.36
1413,1,C,SP,106.0,57.39,25.0,-9.98,0.0
1414,1,C,CE,390.85975,52.96,21.0,-1.39,15.82
1415,1,C,MG,216.7,59.62,7.0,-15.7,0.0
1416,1,C,SC,144.29149999999996,52.64,19.25,-3.53,0.0
1417,1,C,MT,845.52675,59.31,21.0,-16.53,28.04
1418,1,C,MG,365.675,58.13,0.5,-15.61,40.15
1419,1,C,SP,279.22,54.05,0.5,-8.15,31.07
1420,1,C,MS,1953.05925,56.55,21.0,-11.86,37.59
1421,1,C,BA,397.351,55.41,21.0,-6.22,0.0
1422,1,C,RN,439.25,51.68,21.0,-3.06,78.95
1423,1,C,SP,270.07,55.11,21.0,-9.61,32.26
1424,1,C,SP,1923.975,56.69,24.5,-11.47,39.15
1425,1,C,RS,290.1,53.06,14.0,-4.44,0.0
1426,1,C,MG,247.2195,59.69,21.0,-14.61,0.0
1427,1,C,ES,13765.679999999995,54.21,17.5,-6.27,0.0
1428,1,C,SE,202.18675000000005,53.1,0.5,-4.18,41.67
1429,1,C,MG,142.2,55.73,17.5,-8.65,50.0
1430,1,C,PA,875.4775000000002,53.83,21.0,-9.09,64.68
1431,1,C,RS,6923.069250000001,59.35,21.0,-16.77,13.24
1432,1,C,PE,211.302,53.49,0.5,-3.49,0.0
1433,1,C,BA,2015.7375,54.97,21.0,-5.16,5.82
1434,1,C,SP,168.6,50.49,21.0,-4.57,93.75
1435,1,C,SP,962.61,50.57,0.5,-3.43,53.0
1436,1,C,SP,337.0900000000001,54.84,21.0,-7.56,0.0
1437,1,C,SP,147.00275,49.47,21.0,2.05,0.0
1438,1,C,SP,679.75,54.79,21.0,-5.11,0.0
1439,1,C,SP,8290.4625,54.74,14.0,-4.66,0.0
1440,1,C,MS,502.54375,57.92,21.0,-11.9,0.0
1441,1,C,MS,506.53775,57.64,21.0,-11.65,0.0
1442,1,C,SP,1817.5,53.06,0.5,-2.59,0.0
1443,1,C,MS,506.5535,57.89,21.0,-11.78,0.0
1444,1,C,SP,229.005,55.29,21.0,-10.76,33.78
1445,1,C,SP,474.4535,55.29,21.0,-11.15,37.91
1446,1,C,PR,595.3755,58.28,21.0,-15.84,34.48
1447,1,C,PR,526.7719999999999,58.52,21.0,-15.74,20.41
1448,1,C,PR,850.928,58.32,21.0,-16.16,39.13
1449,1,C,PR,3763.8459999999995,58.32,21.0,-15.48,36.63
1450,1,C,BA,869.0125,54.86,21.0,-7.65,0.0
1451,1,C,BA,256.23,54.86,21.0,-7.59,0.0
1452,1,C,BA,2319.1175,54.89,21.0,-7.32,0.0
1453,1,C,SP,256.3425,55.07,21.0,-6.17,10.61
1454,1,C,SP,265.3575,51.57,19.25,-3.74,41.56
1455,1,C,PR,388.5475,57.92,21.0,-10.53,0.0
1456,1,C,GO,410.625,49.71,21.0,2.36,0.0
1457,1,C,RS,1083.5935,53.06,21.0,-2.48,0.0
1458,1,C,SP,196.4215,52.86,21.0,-6.67,56.6
1459,1,C,RS,252.40625,50.06,17.5,-2.29,52.63
1460,1,C,SP,490.625,50.59,21.0,-3.14,51.12
1461,1,C,SP,147.7135,52.5,21.0,0.29,0.0
1462,1,C,SP,688.4457500000002,53.2,19.25,-7.59,48.91
1463,1,C,SP,119.62125000000002,52.56,19.25,-0.79,0.0
1464,1,C,RS,1021.095,55.4,21.0,-7.36,0.0
1465,1,C,CE,953.595,56.7,21.0,-15.88,83.33
1466,1,C,SP,141.36,52.06,19.25,-2.81,12.5
1467,1,C,SP,565.75,53.91,21.0,-4.52,0.0
1468,1,C,PR,1508.46875,57.86,21.0,-14.2,30.4
1469,1,C,SP,195.6,53.7,21.0,-8.59,37.97
1470,1,C,MS,206.66475000000003,55.11,0.5,-10.44,48.44
1471,1,C,RS,3789.76625,57.76,21.0,-14.2,31.7
1472,1,C,SP,350.8,54.67,21.0,-6.27,0.0
1473,1,C,SP,370.1375,56.14,21.0,-9.73,0.0
1474,1,C,MG,884.15125,58.68,21.0,-16.93,44.38
1475,1,C,SP,395.3915,53.06,21.0,-5.24,19.57
1476,1,C,MT,1998.61325,60.89,21.0,-18.49,70.46
1477,1,C,SP,945.25,55.36,21.0,-10.99,54.78
1478,1,C,CE,409.28,54.39,21.0,-5.37,0.0
1479,1,C,SP,398.658,54.89,17.5,-9.51,26.85
1480,1,C,CE,326.428,53.91,21.0,0.13,0.0
1481,1,C,GO,306.77525,56.31,21.0,-11.18,38.76
1482,1,C,SP,406.7875,55.4,17.5,-8.5,0.0
1483,1,C,SP,453.43325,54.72,21.0,-6.81,25.24
1484,1,C,SP,746.0,54.99,21.0,-4.39,0.0
1485,1,C,SE,401.97699999999986,53.1,21.0,-4.94,41.98
1486,1,C,CE,2684.3945,51.95,21.0,-7.45,87.37
1487,1,C,MS,192.95325,54.34,19.25,-7.98,69.77
1488,1,C,MT,214.36575,55.9,17.5,-11.84,55.17
1489,1,C,RS,323.89599999999996,56.78,21.0,-14.6,81.1
1490,1,C,SC,2906.3985,50.99,17.5,-4.81,72.5
1491,1,C,SP,101.175,51.29,14.0,-0.74,0.0
1492,1,C,MT,225.19375,56.84,17.5,-10.98,0.0
1493,1,C,MT,168.1725,55.82,17.5,-11.44,33.33
1494,1,C,MT,1442.60325,59.92,21.0,-14.75,0.0
1495,1,C,MT,494.68700000000007,58.18,21.0,-15.67,50.96
1496,1,C,SP,1720.598,57.93,0.5,-12.78,18.93
1497,1,C,SP,6108.42375,56.41,17.5,-8.5,0.0
1498,1,C,RS,140.336,48.41,14.0,-1.86,92.5
1499,1,C,SP,153.5825,50.52,17.5,-0.17,0.0
1500,1,C,PR,1751.7880000000002,59.15,0.5,-13.81,11.47
1501,1,C,RS,549.4762499999998,57.23,21.0,-13.1,36.5
1502,1,C,MT,160.875,57.92,17.5,-16.52,76.92
1503,1,C,RS,256.155,49.03,0.5,1.36,43.75
1504,1,F,MS,1099.48725,58.0,21.0,-14.14,27.25
1505,1,C,SP,315.7,56.54,21.0,-8.08,0.0
1506,1,C,SP,433.1545,52.93,0.5,-6.63,45.45
1507,1,C,DF,841.1125000000002,54.89,21.0,-7.27,0.0
1508,1,C,BA,3580.59275,56.35,21.0,-8.45,19.32
1509,1,C,SP,130.0,52.75,21.0,-10.79,100.0
1510,1,C,SP,1059.69775,53.56,21.0,-4.29,41.55
1511,1,C,SP,193.72,53.06,0.5,-3.37,0.0
1512,1,C,RS,237.68875,51.78,0.5,-2.05,7.41
1513,1,C,BA,1466.275,54.26,21.0,-3.67,0.0
1514,1,C,MT,538.87725,58.65,21.0,-13.16,0.0
1515,1,C,SP,817.1075,54.89,17.5,-7.26,0.0
1516,1,C,SP,608.9580000000001,53.8,21.0,-8.86,43.48
1517,1,C,SE,283.19725,53.1,21.0,-1.99,32.26
1518,1,C,BA,286.0815,52.11,21.0,8.03,0.0
1519,1,C,CE,186.875,53.2,21.0,-5.64,28.57
1520,1,C,PI,488.44800000000004,52.48,21.0,-3.17,0.0
1521,1,C,SP,143.6,53.59,19.25,-0.01,0.0
1522,1,C,PR,548.8987500000002,58.74,21.0,-15.65,39.41
1523,1,C,RS,621.6,49.46,14.0,-4.57,100.0
1524,1,C,BA,2336.205,53.63,21.0,-4.64,29.63
1525,1,C,MT,737.9755,58.55,21.0,-11.75,0.0
1526,1,C,GO,658.96325,55.76,21.0,-13.86,59.88
1527,1,C,BA,308.35,55.96,21.0,-5.59,0.0
1528,1,C,GO,846.26625,56.12,21.0,-6.52,0.0
1529,1,C,SP,1717.34325,52.56,21.0,-0.17,7.63
1530,1,C,CE,239.178,49.03,0.5,-0.17,51.09
1531,1,C,PR,1123.828,59.19,21.0,-14.11,0.0
1532,1,C,SP,798.94875,49.61,14.0,-3.3,83.1
1533,1,C,PA,711.33,58.13,21.0,-14.94,60.0
1534,1,C,PE,164.28125,51.0,21.0,0.73,0.0
1535,1,C,SP,846.0925,55.52,28.0,-0.85,0.0
1536,1,C,MA,164.36875,51.99,19.25,1.51,0.0
1537,1,C,MS,251.321,54.8,21.0,-7.54,28.85
1538,1,C,CE,560.5,51.74,21.0,-8.88,100.0
1539,1,C,SP,602.13875,55.01,0.5,-8.81,61.54
1540,1,C,SP,182.39925,51.54,17.5,-5.03,59.02
1541,1,C,SP,143.61225,55.08,17.5,-7.81,0.0
1542,1,C,RJ,1652.76125,59.24,21.0,-17.89,30.77
1543,1,C,SP,810.92,54.47,21.0,-9.68,33.82
1544,1,C,AL,140.5,58.34,21.0,-12.94,0.0
1545,1,C,SP,793.7524999999998,54.36,21.0,-11.16,56.14
1546,1,C,BA,1623.15775,52.06,0.5,-6.84,71.19
1547,1,C,RS,396.9125,56.98,21.0,-15.61,75.76
1548,1,C,SP,206.87375,46.29,30.0,11.03,25.45
1549,1,C,SP,4871.13,52.36,21.0,-1.29,0.0
1550,1,C,RS,928.095,53.43,21.0,-3.24,0.0
1551,1,C,SP,189.4475,50.07,17.5,-5.73,100.0
1552,1,C,RJ,768.78625,50.52,30.0,-0.36,22.24
1553,1,C,SP,136.9635,52.53,21.0,-3.03,0.0
1554,1,C,SP,579.31525,55.38,21.0,-9.51,27.93
1555,1,C,SP,139.1,51.59,17.5,-1.45,0.0
1556,1,C,RJ,6304.954000000001,57.86,22.5,-14.39,32.0
1557,1,C,SP,377.55,54.76,21.0,-5.43,0.0
1558,1,C,SP,379.97475,46.13,30.0,8.5,34.4
1559,1,C,SP,80.6425,56.72,28.0,-11.42,0.0
1560,1,C,SP,165.025,52.64,14.0,-6.81,59.09
1561,1,C,SP,267.50625,47.1,30.0,7.0,36.92
1562,1,C,SP,139.743,52.96,21.0,-9.73,82.93
1563,1,C,SP,330.2735,45.28,30.0,11.15,12.28
1564,1,C,SP,314.36925,55.48,21.0,-10.54,49.38
1565,1,C,CE,282.3400000000001,50.16,21.0,4.77,0.0
1566,1,C,BA,925.19375,58.81,21.0,-14.86,49.05
1567,1,C,BA,1483.25,58.26,21.0,-16.63,40.26
1568,1,C,SP,515.73575,48.56,30.0,0.27,68.93
1569,1,C,SP,203.5905,45.99,30.0,10.24,2.76
1570,1,C,RJ,592.8885,50.6,30.0,-1.45,44.85
1571,1,C,BA,3888.66625,58.75,21.0,-14.86,32.65
1572,1,C,MT,1015.183,58.01,21.0,-13.44,43.06
1573,1,C,SP,523.03675,47.37,30.0,3.82,61.9
1574,1,C,SP,153.352,53.16,21.0,-5.61,0.0
1575,1,C,RJ,871.70525,50.53,30.0,-1.65,41.61
1576,1,C,RS,1589.80475,55.97,14.0,-2.88,0.0
1577,1,C,RS,349.68975,48.41,21.0,1.8,58.1
1578,1,C,SP,353.43525,52.56,21.0,-6.08,40.28
1579,1,C,CE,431.59,50.06,0.5,-2.62,62.5
1580,1,C,SP,322.23225,53.16,21.0,-3.39,43.96
1581,1,C,SP,868.80125,51.08,21.0,-5.53,69.14
1582,1,C,PB,673.35,52.38,21.0,-7.91,60.48
1583,1,C,SP,392.60275,46.49,30.0,8.07,24.47
1584,1,C,SP,140.5,50.38,21.0,1.3,0.0
1585,1,C,RS,393.975,56.87,0.5,-17.0,93.26
1586,1,C,SP,296.94675,52.15,21.0,-4.19,40.48
1587,1,C,SP,149.3375,54.45,19.25,-5.45,0.0
1588,1,C,SP,168.6,50.49,21.0,-4.57,93.75
1589,1,C,SP,293.0795,52.06,17.5,2.88,0.0
1590,1,C,SP,100.94375,52.06,17.5,-0.28,0.0
1591,1,F,SP,101.976,52.52,14.0,-9.33,76.92
1592,1,C,SP,172.8105,51.98,19.25,-4.22,34.78
1593,1,C,SP,1946.8,49.94,21.0,4.65,0.0
1594,1,C,RS,252.225,51.88,21.0,-2.03,0.0
1595,1,C,SP,102.378,51.01,17.5,11.06,0.0
1596,1,C,RJ,603.7212499999998,51.31,30.0,-3.34,56.09
1597,1,C,RS,285.0300000000001,52.51,21.0,-5.21,56.6
1598,1,C,SP,833.2912499999999,56.86,21.0,-10.37,0.0
1599,1,C,RJ,489.0625,59.43,21.0,-14.33,0.0
1600,1,C,SP,346.20099999999996,53.42,21.0,-6.98,30.0
1601,1,C,SP,295.1575,53.18,17.5,-2.17,17.09
1602,1,C,SP,465.55349999999993,54.68,21.0,-10.07,34.09
1603,1,C,MT,1031.481,59.9,21.0,-15.11,0.0
1604,1,C,MT,931.77725,59.89,21.0,-15.05,0.0
1605,1,C,MT,174.21300000000005,59.6,17.5,-14.52,0.0
1606,1,C,RJ,747.88925,50.42,30.0,0.0,32.05
1607,1,C,MT,1141.985,61.28,21.0,-17.02,0.0
1608,1,C,SP,1214.0700000000004,50.87,21.0,2.38,55.74
1609,1,C,RS,494.22200000000015,54.93,21.0,-8.73,29.94
1610,1,C,RS,139.024,50.53,14.0,0.9,35.19
1611,1,C,SP,226.32825,45.53,30.0,11.22,9.2
1612,1,C,RS,239.40875,49.07,21.0,-1.31,56.07
1613,1,C,GO,837.7594999999999,57.34,21.0,-14.79,51.2
1614,1,C,RJ,1087.681,51.2,30.0,-2.88,51.14
1615,1,C,SP,804.9019999999999,47.03,30.0,4.76,41.38
1616,1,C,RS,137.8385,48.41,14.0,3.89,6.56
1617,1,C,RS,136.47424999999998,48.41,21.0,-1.05,68.89
1618,1,C,SP,322.3422500000001,45.88,30.0,9.62,16.65
1619,1,C,RJ,378.94925,49.67,30.0,1.31,23.46
1620,1,C,SP,303.755,45.18,30.0,10.64,16.67
1621,1,C,SP,523.71475,45.76,30.0,10.94,19.12
1622,1,C,SP,556.3565,46.91,30.0,6.22,43.06
1623,1,C,SP,203.75125,46.96,30.0,5.09,33.83
1624,1,C,SP,95.92,50.04,20.0,-4.09,93.75
1625,1,C,RJ,655.1735,50.77,30.0,-1.51,37.51
1626,1,C,SP,236.88375,44.25,30.0,15.29,14.66
1627,1,C,PA,509.20749999999987,57.05,0.5,-10.71,0.0
1628,1,C,SP,448.96674999999993,54.1,0.5,-8.54,53.33
1629,1,C,SP,147.7135,52.5,21.0,0.29,0.0
1630,1,C,SP,1926.8832500000005,58.52,21.0,-14.31,21.81
1631,1,C,SP,283.84775,44.67,30.0,12.07,22.16
1632,1,C,SP,1335.70175,55.58,17.5,-7.56,0.0
1633,1,C,SP,624.82825,46.95,30.0,6.08,48.14
1634,1,C,MG,302.27925,57.4,0.5,-9.6,0.0
1635,1,C,SP,644.16275,46.62,30.0,6.92,41.05
1636,1,C,SC,277.96675,56.76,17.5,-10.31,9.78
1637,1,C,SP,162.47825,58.0,21.0,-11.11,0.0
1638,1,C,BA,495.535,56.82,21.0,-8.75,13.51
1639,1,C,ES,236.50000000000003,60.1,19.25,-14.22,0.0
1640,1,C,SP,365.08925,46.9,30.0,5.44,55.79
1641,1,C,SP,641.75575,46.71,30.0,7.41,35.18
1642,1,C,RS,233.738,52.29,14.0,-5.43,61.73
1643,1,C,SP,407.1925,52.52,14.0,-8.54,69.7
1644,1,C,SP,269.97525,45.03,30.0,11.7,36.09
1645,1,C,SP,826.32025,53.9,21.0,-3.44,0.0
1646,1,C,SC,1066.3339999999998,56.39,19.25,-12.9,41.41
1647,1,C,RJ,728.2985,50.43,30.0,-0.27,39.45
1648,1,C,BA,485.865,50.82,0.5,-1.17,79.37
1649,1,C,MG,218.9875,57.94,0.5,-11.88,0.0
1650,1,C,SP,322.16325,46.2,30.0,9.73,30.73
1651,1,C,SP,487.1905,54.92,17.5,-6.07,67.72
1652,1,C,SP,467.6315,55.17,21.0,-10.65,51.22
1653,1,C,SP,108.97350000000002,51.68,14.0,-8.05,92.31
1654,1,C,SP,485.97425,47.83,30.0,2.94,65.57
1655,1,C,MG,1874.1729999999998,59.3,7.0,-14.8,4.07
1656,1,C,RJ,334.8902500000001,50.05,30.0,2.58,12.82
1657,1,C,SP,943.0,54.29,21.0,-10.27,50.77
1658,1,C,SP,167.7395,52.06,21.0,-2.19,0.0
1659,1,C,ES,437.48875,51.48,30.0,-4.13,46.41
1660,1,C,SP,524.5755,55.21,21.0,-7.22,0.0
1661,1,C,RS,135.0,46.86,17.5,9.88,0.0
1662,1,C,MS,360.3465,56.39,21.0,-11.53,59.52
1663,1,C,SP,211.95075,45.67,30.0,9.91,3.36
1664,1,C,BA,201.05,52.92,21.0,-0.7,0.0
1665,1,C,PR,232.938,49.03,0.5,1.76,51.16
1666,1,C,RN,494.87500000000006,52.55,21.0,-9.52,100.0
1667,1,C,PB,562.6225000000002,57.29,21.0,-14.03,44.53
1668,1,C,PB,290.05,57.55,21.0,-13.73,53.19
1669,1,C,SP,315.5945000000001,45.75,30.0,11.56,45.06
1670,1,C,PB,588.4,57.37,21.0,-14.09,52.42
1671,1,C,PB,339.4275,57.61,21.0,-13.25,36.04
1672,1,C,MS,542.4745,52.48,21.0,-2.55,28.04
1673,1,C,PB,290.05,57.55,21.0,-13.73,53.19
1674,1,C,PB,306.3525,57.56,21.0,-13.75,55.05
1675,1,C,SP,219.0005,54.51,21.0,-7.99,31.82
1676,1,C,MS,233.34799999999998,52.48,21.0,-4.73,68.13
1677,1,C,SP,316.316,53.65,21.0,-5.1,16.67
1678,1,C,ES,188.1,55.52,19.25,-10.33,25.4
1679,1,C,SP,345.175,50.22,21.0,1.43,0.0
1680,1,C,RS,170.4,53.68,21.0,-8.95,50.0
1681,1,C,BA,100.89750000000002,55.95,21.0,-5.7,0.0
1682,1,F,SP,86.75,48.74,14.0,1.36,40.0
1683,1,C,PR,404.38925,57.75,21.0,-11.21,0.0
1684,1,C,RS,328.94599999999997,56.92,21.0,-15.86,86.24
1685,1,C,SP,168.75,54.5,21.0,-5.46,0.0
1686,1,C,SP,348.9485,53.72,21.0,-4.75,42.25
1687,1,C,CE,699.6225000000002,51.66,0.5,-2.58,29.07
1688,1,C,SP,609.2875,54.87,17.5,-7.22,0.0
1689,1,C,SP,589.46,54.2,21.0,-10.9,57.82
1690,1,C,PA,223.3135,54.71,17.5,-5.23,0.0
1691,1,C,RJ,1757.3767500000006,52.43,17.5,-5.9,63.8
1692,1,C,MT,2314.55825,61.55,21.0,-18.16,0.0
1693,1,C,SP,439.86874999999986,54.29,21.0,-9.36,44.69
1694,1,C,SP,1686.8724999999995,55.45,22.5,-15.25,96.77
1695,1,C,SP,139.90800000000002,52.5,17.5,-1.01,0.0
1696,1,C,RS,253.4195,54.39,21.0,-3.27,0.0
1697,1,C,MT,3439.9,61.34,21.0,-17.44,0.0
1698,1,C,BA,458.22924999999987,51.99,21.0,-2.41,21.47
1699,1,C,MT,2418.0365,61.76,21.0,-18.6,0.0
1700,1,C,GO,18343.385,58.26,21.0,-12.26,4.43
1701,1,C,PE,4815.219999999998,58.47,21.0,-13.04,0.0
1702,1,C,MT,1584.6435,58.1,21.0,-15.88,54.84
1703,1,C,MT,310.202,56.84,19.25,-10.73,34.48
1704,1,C,SP,306.61175,52.1,21.0,-6.56,64.22
1705,1,C,SP,2293.621,54.4,21.0,-5.51,0.0
1706,1,C,SP,903.67425,53.31,17.5,-6.14,53.97
1707,1,C,SP,388.89375,55.27,21.0,-8.94,0.0
1708,1,C,SP,106.116,51.6,17.5,-7.09,82.61
1709,1,C,MG,332.99175,57.57,0.5,-10.43,6.04
1710,1,C,SP,320.7375,58.86,21.0,-13.83,0.0
1711,1,C,SP,301.30400000000003,53.08,21.0,-3.06,0.0
1712,1,C,ES,2307.7125,58.29,21.0,-11.47,0.0
1713,1,C,PA,568.55375,57.12,0.5,-10.3,0.0
1714,1,C,CE,966.1790000000003,51.47,0.5,-2.41,39.77
1715,1,C,SP,832.05,61.7,28.0,-14.82,0.0
1716,1,C,RJ,9756.56525,58.34,21.0,-10.91,0.0
1717,1,C,BA,202.66000000000003,56.01,21.0,-11.02,32.26
1718,1,C,SP,181.5055,52.47,21.0,-5.98,58.82
1719,1,C,PA,775.69375,51.99,21.0,-2.11,30.84
1720,1,C,RJ,12622.36725,59.67,21.0,-18.48,35.68
1721,1,C,SC,103.5,59.06,21.0,-12.16,0.0
1722,1,C,SP,2662.82,57.41,28.0,-9.73,0.0
1723,1,C,RN,345.67875,50.57,17.5,-6.49,98.05
1724,1,C,BA,1316.765,58.45,21.0,-12.0,27.65
1725,1,C,SP,824.0169999999999,54.98,21.0,-4.27,0.0
1726,1,C,MA,274.78000000000003,48.41,21.0,10.4,0.0
1727,1,C,MT,151.1975,60.37,21.0,-15.49,0.0
1728,1,C,MT,151.1975,60.37,21.0,-15.49,0.0
1729,1,C,MT,1567.28175,62.15,21.0,-18.4,0.0
1730,1,C,MT,505.9575,62.88,21.0,-19.77,0.0
1731,1,C,MT,246.3745,59.58,7.0,-14.84,0.0
1732,1,C,SE,508.332,48.41,21.0,-1.66,87.72
1733,1,C,SP,112.95,49.75,21.0,3.71,0.0
1734,1,C,SP,359.15625,51.73,21.0,-7.01,61.34
1735,1,C,SP,112.7415,52.24,21.0,-6.5,56.52
1736,1,C,BA,1099.975,59.15,21.0,-13.9,0.0
1737,1,C,MT,301.5125,53.15,21.0,-1.58,0.0
1738,1,C,MT,728.0,54.25,21.0,-2.89,0.0
1739,1,C,GO,152.4,55.28,21.0,-8.88,0.0
1740,1,C,BA,138.4225,54.24,21.0,0.71,0.0
1741,1,C,MG,111.6,49.27,21.0,3.17,0.0
1742,1,C,SP,136.91975,53.68,0.5,-6.73,8.62
1743,1,C,SP,291.8805,48.41,14.0,5.63,27.45
1744,1,C,SP,144.01749999999996,52.56,0.5,-4.21,29.59
1745,1,C,SP,684.87,54.74,21.0,-5.52,29.13
1746,1,C,SP,167.19,54.11,17.5,-3.37,0.0
1747,1,C,GO,469.53,58.81,21.0,-13.98,45.0
1748,1,C,RS,1063.325,57.87,21.0,-10.27,0.0
1749,1,C,GO,178.19525000000004,58.61,21.0,-16.79,40.32
1750,1,C,SP,332.97125,54.47,21.0,-9.51,60.19
1751,1,C,PE,193.937,54.95,17.5,-9.66,30.56
1752,1,C,SC,1184.733,52.32,3.5,-4.81,77.66
1753,1,C,MT,553.05,57.2,0.5,-15.51,66.67
1754,1,C,RJ,13474.032,60.55,22.5,-16.76,0.0
1755,1,C,MS,117.48749999999998,54.64,21.0,-5.24,0.0
1756,1,C,MS,923.357,56.1,21.0,-10.87,38.46
1757,1,C,MG,175.875,53.44,21.0,2.25,0.0
1758,1,C,PE,163.254,54.4,21.0,-8.96,42.28
1759,1,C,ES,298.79,56.87,21.0,-7.02,0.0
1760,1,C,SP,85.0,55.97,25.0,-9.42,0.0
1761,1,C,SP,239.3,53.84,21.0,-8.04,21.49
1762,1,C,SP,86.14125,53.27,19.25,-1.13,0.0
1763,1,C,SP,140.88225,53.0,19.25,-4.11,0.0
1764,1,C,SP,302.21175,54.16,21.0,-8.55,43.64
1765,1,C,MG,290.675,59.95,0.5,-17.75,0.0
